================================================================
   TABLE DE MAPPING DES ICÔNES -- Feather -> Lucide
   @gladysassistant/theme-optimized
================================================================

Date           : 10/03/2026 23:51:26
  icon-book-heart                            icon-book-image                            icon-book-key                              icon-book-lock
  icon-book-marked                           icon-book-minus                            icon-book-open                             icon-book-open-check
  icon-book-open-text                        icon-book-plus                             icon-book-search                           icon-book-template
  icon-book-text                             icon-book-type                             icon-book-up                               icon-book-up-2
  icon-book-user                             icon-book-x                                icon-bookmark                              icon-bookmark-check
  icon-bookmark-minus                        icon-bookmark-plus                         icon-bookmark-x                            icon-boom-box
  icon-bot                                   icon-bot-message-square                    icon-bot-off                               icon-bottle-wine
  icon-bow-arrow                             icon-box                                   icon-box-select                            icon-boxes
  icon-braces                                icon-brackets                              icon-brain                                 icon-brain-circuit
  icon-brain-cog                             icon-brick-wall                            icon-brick-wall-fire                       icon-brick-wall-shield
  icon-briefcase                             icon-briefcase-business                    icon-briefcase-conveyor-belt               icon-briefcase-medical
  icon-bring-to-front                        icon-brush                                 icon-brush-cleaning                        icon-bubbles
  icon-bug                                   icon-bug-off                               icon-bug-play                              icon-building
  icon-building-2                            icon-bus                                   icon-bus-front                             icon-cable
  icon-cable-car                             icon-cake                                  icon-cake-slice                            icon-calculator
  icon-calendar                              icon-calendar-1                            icon-calendar-arrow-down                   icon-calendar-arrow-up
  icon-calendar-check                        icon-calendar-check-2                      icon-calendar-clock                        icon-calendar-cog
  icon-calendar-days                         icon-calendar-fold                         icon-calendar-heart                        icon-calendar-minus
  icon-calendar-minus-2                      icon-calendar-off                          icon-calendar-plus                         icon-calendar-plus-2
  icon-calendar-range                        icon-calendar-search                       icon-calendar-sync                         icon-calendar-x
  icon-calendar-x-2                          icon-calendars                             icon-camera                                icon-camera-off
  icon-candlestick-chart                     icon-candy                                 icon-candy-cane                            icon-candy-off
  icon-cannabis                              icon-cannabis-off                          icon-captions                              icon-captions-off
  icon-car                                   icon-car-front                             icon-car-taxi-front                        icon-caravan
  icon-card-sim                              icon-carrot                                icon-case-lower                            icon-case-sensitive
  icon-case-upper                            icon-cassette-tape                         icon-cast                                  icon-castle
  icon-cat                                   icon-cctv                                  icon-chart-area                            icon-chart-bar
  icon-chart-bar-big                         icon-chart-bar-decreasing                  icon-chart-bar-increasing                  icon-chart-bar-stacked
  icon-chart-candlestick                     icon-chart-column                          icon-chart-column-big                      icon-chart-column-decreasing
  icon-chart-column-increasing               icon-chart-column-stacked                  icon-chart-gantt                           icon-chart-line
  icon-chart-network                         icon-chart-no-axes-column                  icon-chart-no-axes-column-decreasing       icon-chart-no-axes-column-increasing
  icon-chart-no-axes-combined                icon-chart-no-axes-gantt                   icon-chart-pie                             icon-chart-scatter
  icon-chart-spline                          icon-check                                 icon-check-check                           icon-check-circle
  icon-check-circle-2                        icon-check-line                            icon-check-square                          icon-check-square-2
  icon-chef-hat                              icon-cherry                                icon-chess-bishop                          icon-chess-king
  icon-chess-knight                          icon-chess-pawn                            icon-chess-queen                           icon-chess-rook
  icon-chevron-down                          icon-chevron-down-circle                   icon-chevron-down-square                   icon-chevron-first
  icon-chevron-last                          icon-chevron-left                          icon-chevron-left-circle                   icon-chevron-left-square
  icon-chevron-right                         icon-chevron-right-circle                  icon-chevron-right-square                  icon-chevron-up
  icon-chevron-up-circle                     icon-chevron-up-square                     icon-chevrons-down                         icon-chevrons-down-up
  icon-chevrons-left                         icon-chevrons-left-right                   icon-chevrons-left-right-ellipsis          icon-chevrons-right
  icon-chevrons-right-left                   icon-chevrons-up                           icon-chevrons-up-down                      icon-chrome
  icon-chromium                              icon-church                                icon-cigarette                             icon-cigarette-off
  icon-circle                                icon-circle-alert                          icon-circle-arrow-down                     icon-circle-arrow-left
  icon-circle-arrow-out-down-left            icon-circle-arrow-out-down-right           icon-circle-arrow-out-up-left              icon-circle-arrow-out-up-right
  icon-circle-arrow-right                    icon-circle-arrow-up                       icon-circle-check                          icon-circle-check-big
  icon-circle-chevron-down                   icon-circle-chevron-left                   icon-circle-chevron-right                  icon-circle-chevron-up
  icon-circle-dashed                         icon-circle-divide                         icon-circle-dollar-sign                    icon-circle-dot
  icon-circle-dot-dashed                     icon-circle-ellipsis                       icon-circle-equal                          icon-circle-fading-arrow-up
  icon-circle-fading-plus                    icon-circle-gauge                          icon-circle-help                           icon-circle-minus
  icon-circle-off                            icon-circle-parking                        icon-circle-parking-off                    icon-circle-pause
  icon-circle-percent                        icon-circle-pile                           icon-circle-play                           icon-circle-plus
  icon-circle-pound-sterling                 icon-circle-power                          icon-circle-question-mark                  icon-circle-slash
  icon-circle-slash-2                        icon-circle-slashed                        icon-circle-small                          icon-circle-star
  icon-circle-stop                           icon-circle-user                           icon-circle-user-round                     icon-circle-x
  icon-circuit-board                         icon-citrus                                icon-clapperboard                          icon-clipboard
  icon-clipboard-check                       icon-clipboard-clock                       icon-clipboard-copy                        icon-clipboard-edit
  icon-clipboard-list                        icon-clipboard-minus                       icon-clipboard-paste                       icon-clipboard-pen
  icon-clipboard-pen-line                    icon-clipboard-plus                        icon-clipboard-signature                   icon-clipboard-type
  icon-clipboard-x                           icon-clock                                 icon-clock-1                               icon-clock-10
  icon-clock-11                              icon-clock-12                              icon-clock-2                               icon-clock-3
  icon-clock-4                               icon-clock-5                               icon-clock-6                               icon-clock-7
  icon-clock-8                               icon-clock-9                               icon-clock-alert                           icon-clock-arrow-down
  icon-clock-arrow-up                        icon-clock-check                           icon-clock-fading                          icon-clock-plus
  icon-closed-caption                        icon-cloud                                 icon-cloud-alert                           icon-cloud-backup
  icon-cloud-check                           icon-cloud-cog                             icon-cloud-download                        icon-cloud-drizzle
  icon-cloud-fog                             icon-cloud-hail                            icon-cloud-lightning                       icon-cloud-moon
  icon-cloud-moon-rain                       icon-cloud-off                             icon-cloud-rain                            icon-cloud-rain-wind
  icon-cloud-snow                            icon-cloud-sun                             icon-cloud-sun-rain                        icon-cloud-sync
  icon-cloud-upload                          icon-cloudy                                icon-clover                                icon-club
  icon-code                                  icon-code-2                                icon-code-square                           icon-code-xml
  icon-codepen                               icon-codesandbox                           icon-coffee                                icon-cog
  icon-coins                                 icon-columns                               icon-columns-2                             icon-columns-3
  icon-columns-3-cog                         icon-columns-4                             icon-columns-settings                      icon-combine
  icon-command                               icon-compass                               icon-component                             icon-computer
  icon-concierge-bell                        icon-cone                                  icon-construction                          icon-contact
  icon-contact-2                             icon-contact-round                         icon-container                             icon-contrast
  icon-cookie                                icon-cooking-pot                           icon-copy                                  icon-copy-check
  icon-copy-minus                            icon-copy-plus                             icon-copy-slash                            icon-copy-x
  icon-copyleft                              icon-copyright                             icon-corner-down-left                      icon-corner-down-right
  icon-corner-left-down                      icon-corner-left-up                        icon-corner-right-down                     icon-corner-right-up
  icon-corner-up-left                        icon-corner-up-right                       icon-cpu                                   icon-creative-commons
  icon-credit-card                           icon-croissant                             icon-crop                                  icon-cross
  icon-crosshair                             icon-crown                                 icon-cuboid                                icon-cup-soda
  icon-curly-braces                          icon-currency                              icon-cylinder                              icon-dam
  icon-database                              icon-database-backup                       icon-database-search                       icon-database-zap
  icon-decimals-arrow-left                   icon-decimals-arrow-right                  icon-delete                                icon-dessert
  icon-diameter                              icon-diamond                               icon-diamond-minus                         icon-diamond-percent
  icon-diamond-plus                          icon-dice-1                                icon-dice-2                                icon-dice-3
  icon-dice-4                                icon-dice-5                                icon-dice-6                                icon-dices
  icon-diff                                  icon-disc                                  icon-disc-2                                icon-disc-3
  icon-disc-album                            icon-divide                                icon-divide-circle                         icon-divide-square
  icon-dna                                   icon-dna-off                               icon-dock                                  icon-dog
  icon-dollar-sign                           icon-donut                                 icon-door-closed                           icon-door-closed-locked
  icon-door-open                             icon-dot                                   icon-dot-square                            icon-download
  icon-download-cloud                        icon-drafting-compass                      icon-drama                                 icon-dribbble
  icon-drill                                 icon-drone                                 icon-droplet                               icon-droplet-off
  icon-droplets                              icon-drum                                  icon-drumstick                             icon-dumbbell
  icon-ear                                   icon-ear-off                               icon-earth                                 icon-earth-lock
  icon-eclipse                               icon-edit                                  icon-edit-2                                icon-edit-3
  icon-egg                                   icon-egg-fried                             icon-egg-off                               icon-ellipse
  icon-ellipsis                              icon-ellipsis-vertical                     icon-equal                                 icon-equal-approximately
  icon-equal-not                             icon-equal-square                          icon-eraser                                icon-ethernet-port
  icon-euro                                  icon-ev-charger                            icon-expand                                icon-external-link
  icon-eye                                   icon-eye-closed                            icon-eye-off                               icon-facebook
  icon-factory                               icon-fan                                   icon-fast-forward                          icon-feather
  icon-fence                                 icon-ferris-wheel                          icon-figma                                 icon-file
  icon-file-archive                          icon-file-audio                            icon-file-audio-2                          icon-file-axis-3-d
  icon-file-axis-3d                          icon-file-badge                            icon-file-badge-2                          icon-file-bar-chart
  icon-file-bar-chart-2                      icon-file-box                              icon-file-braces                           icon-file-braces-corner
  icon-file-chart-column                     icon-file-chart-column-increasing          icon-file-chart-line                       icon-file-chart-pie
  icon-file-check                            icon-file-check-2                          icon-file-check-corner                     icon-file-clock
  icon-file-code                             icon-file-code-2                           icon-file-code-corner                      icon-file-cog
  icon-file-cog-2                            icon-file-diff                             icon-file-digit                            icon-file-down
  icon-file-edit                             icon-file-exclamation-point                icon-file-headphone                        icon-file-heart
  icon-file-image                            icon-file-input                            icon-file-json                             icon-file-json-2
  icon-file-key                              icon-file-key-2                            icon-file-line-chart                       icon-file-lock
  icon-file-lock-2                           icon-file-minus                            icon-file-minus-2                          icon-file-minus-corner
  icon-file-music                            icon-file-output                           icon-file-pen                              icon-file-pen-line
  icon-file-pie-chart                        icon-file-play                             icon-file-plus                             icon-file-plus-2
  icon-file-plus-corner                      icon-file-question                         icon-file-question-mark                    icon-file-scan
  icon-file-search                           icon-file-search-2                         icon-file-search-corner                    icon-file-signal
  icon-file-signature                        icon-file-sliders                          icon-file-spreadsheet                      icon-file-stack
  icon-file-symlink                          icon-file-terminal                         icon-file-text                             icon-file-type
  icon-file-type-2                           icon-file-type-corner                      icon-file-up                               icon-file-user
  icon-file-video                            icon-file-video-2                          icon-file-video-camera                     icon-file-volume
  icon-file-volume-2                         icon-file-warning                          icon-file-x                                icon-file-x-2
  icon-file-x-corner                         icon-files                                 icon-film                                  icon-filter
  icon-filter-x                              icon-fingerprint                           icon-fingerprint-pattern                   icon-fire-extinguisher
  icon-fish                                  icon-fish-off                              icon-fish-symbol                           icon-fishing-hook
  icon-fishing-rod                           icon-flag                                  icon-flag-off                              icon-flag-triangle-left
  icon-flag-triangle-right                   icon-flame                                 icon-flame-kindling                        icon-flashlight
  icon-flashlight-off                        icon-flask-conical                         icon-flask-conical-off                     icon-flask-round
  icon-flip-horizontal                       icon-flip-horizontal-2                     icon-flip-vertical                         icon-flip-vertical-2
  icon-flower                                icon-flower-2                              icon-focus                                 icon-fold-horizontal
  icon-fold-vertical                         icon-folder                                icon-folder-archive                        icon-folder-check
  icon-folder-clock                          icon-folder-closed                         icon-folder-code                           icon-folder-cog
  icon-folder-cog-2                          icon-folder-dot                            icon-folder-down                           icon-folder-edit
  icon-folder-git                            icon-folder-git-2                          icon-folder-heart                          icon-folder-input
  icon-folder-kanban                         icon-folder-key                            icon-folder-lock                           icon-folder-minus
  icon-folder-open                           icon-folder-open-dot                       icon-folder-output                         icon-folder-pen
  icon-folder-plus                           icon-folder-root                           icon-folder-search                         icon-folder-search-2
  icon-folder-symlink                        icon-folder-sync                           icon-folder-tree                           icon-folder-up
  icon-folder-x                              icon-folders                               icon-footprints                            icon-fork-knife
  icon-fork-knife-crossed                    icon-forklift                              icon-form                                  icon-form-input
  icon-forward                               icon-frame                                 icon-framer                                icon-frown
  icon-fuel                                  icon-fullscreen                            icon-function-square                       icon-funnel
  icon-funnel-plus                           icon-funnel-x                              icon-gallery-horizontal                    icon-gallery-horizontal-end
  icon-gallery-thumbnails                    icon-gallery-vertical                      icon-gallery-vertical-end                  icon-gamepad
  icon-gamepad-2                             icon-gamepad-directional                   icon-gantt-chart                           icon-gantt-chart-square
  icon-gauge                                 icon-gauge-circle                          icon-gavel                                 icon-gem
  icon-georgian-lari                         icon-ghost                                 icon-gift                                  icon-git-branch
  icon-git-branch-minus                      icon-git-branch-plus                       icon-git-commit                            icon-git-commit-horizontal
  icon-git-commit-vertical                   icon-git-compare                           icon-git-compare-arrows                    icon-git-fork
  icon-git-graph                             icon-git-merge                             icon-git-merge-conflict                    icon-git-pull-request
  icon-git-pull-request-arrow                icon-git-pull-request-closed               icon-git-pull-request-create               icon-git-pull-request-create-arrow
  icon-git-pull-request-draft                icon-github                                icon-gitlab                                icon-glass-water
  icon-glasses                               icon-globe                                 icon-globe-2                               icon-globe-lock
  icon-globe-off                             icon-globe-x                               icon-goal                                  icon-gpu
  icon-grab                                  icon-graduation-cap                        icon-grape                                 icon-grid
  icon-grid-2-x-2                            icon-grid-2-x-2-check                      icon-grid-2-x-2-plus                       icon-grid-2-x-2-x
  icon-grid-2x2                              icon-grid-2x2-check                        icon-grid-2x2-plus                         icon-grid-2x2-x
  icon-grid-3-x-3                            icon-grid-3x2                              icon-grid-3x3                              icon-grip
  icon-grip-horizontal                       icon-grip-vertical                         icon-group                                 icon-guitar
  icon-ham                                   icon-hamburger                             icon-hammer                                icon-hand
  icon-hand-coins                            icon-hand-fist                             icon-hand-grab                             icon-hand-heart
  icon-hand-helping                          icon-hand-metal                            icon-hand-platter                          icon-handbag
  icon-handshake                             icon-hard-drive                            icon-hard-drive-download                   icon-hard-drive-upload
  icon-hard-hat                              icon-hash                                  icon-hat-glasses                           icon-haze
  icon-hd                                    icon-hdmi-port                             icon-heading                               icon-heading-1
  icon-heading-2                             icon-heading-3                             icon-heading-4                             icon-heading-5
  icon-heading-6                             icon-headphone-off                         icon-headphones                            icon-headset
  icon-heart                                 icon-heart-crack                           icon-heart-handshake                       icon-heart-minus
  icon-heart-off                             icon-heart-plus                            icon-heart-pulse                           icon-heater
  icon-helicopter                            icon-help-circle                           icon-helping-hand                          icon-hexagon
  icon-highlighter                           icon-history                               icon-home                                  icon-hop
  icon-hop-off                               icon-hospital                              icon-hotel                                 icon-hourglass
  icon-house                                 icon-house-heart                           icon-house-plug                            icon-house-plus
  icon-house-wifi                            icon-ice-cream                             icon-ice-cream-2                           icon-ice-cream-bowl
  icon-ice-cream-cone                        icon-id-card                               icon-id-card-lanyard                       icon-image
  icon-image-down                            icon-image-minus                           icon-image-off                             icon-image-play
  icon-image-plus                            icon-image-up                              icon-image-upscale                         icon-images
  icon-import                                icon-inbox                                 icon-indent                                icon-indent-decrease
  icon-indent-increase                       icon-indian-rupee                          icon-infinity                              icon-info
  icon-inspect                               icon-inspection-panel                      icon-instagram                             icon-italic
  icon-iteration-ccw                         icon-iteration-cw                          icon-japanese-yen                          icon-joystick
  icon-kanban                                icon-kanban-square                         icon-kanban-square-dashed                  icon-kayak
  icon-key                                   icon-key-round                             icon-key-square                            icon-keyboard
  icon-keyboard-music                        icon-keyboard-off                          icon-lamp                                  icon-lamp-ceiling
  icon-lamp-desk                             icon-lamp-floor                            icon-lamp-wall-down                        icon-lamp-wall-up
  icon-land-plot                             icon-landmark                              icon-languages                             icon-laptop
  icon-laptop-2                              icon-laptop-minimal                        icon-laptop-minimal-check                  icon-lasso
  icon-lasso-select                          icon-laugh                                 icon-layers                                icon-layers-2
  icon-layers-3                              icon-layers-plus                           icon-layout                                icon-layout-dashboard
  icon-layout-grid                           icon-layout-list                           icon-layout-panel-left                     icon-layout-panel-top
  icon-layout-template                       icon-leaf                                  icon-leafy-green                           icon-lectern
  icon-lens-concave                          icon-lens-convex                           icon-letter-text                           icon-library
  icon-library-big                           icon-library-square                        icon-life-buoy                             icon-ligature
  icon-lightbulb                             icon-lightbulb-off                         icon-line-chart                            icon-line-dot-right-horizontal
  icon-line-squiggle                         icon-link                                  icon-link-2                                icon-link-2-off
  icon-linkedin                              icon-list                                  icon-list-check                            icon-list-checks
  icon-list-chevrons-down-up                 icon-list-chevrons-up-down                 icon-list-collapse                         icon-list-end
  icon-list-filter                           icon-list-filter-plus                      icon-list-indent-decrease                  icon-list-indent-increase
  icon-list-minus                            icon-list-music                            icon-list-ordered                          icon-list-plus
  icon-list-restart                          icon-list-start                            icon-list-todo                             icon-list-tree
  icon-list-video                            icon-list-x                                icon-loader                                icon-loader-2
  icon-loader-circle                         icon-loader-pinwheel                       icon-locate                                icon-locate-fixed
  icon-locate-off                            icon-location-edit                         icon-lock                                  icon-lock-keyhole
  icon-lock-keyhole-open                     icon-lock-open                             icon-log-in                                icon-log-out
  icon-logs                                  icon-lollipop                              icon-luggage                               icon-m-square
  icon-magnet                                icon-mail                                  icon-mail-check                            icon-mail-minus
  icon-mail-open                             icon-mail-plus                             icon-mail-question                         icon-mail-question-mark
  icon-mail-search                           icon-mail-warning                          icon-mail-x                                icon-mailbox
  icon-mails                                 icon-map                                   icon-map-minus                             icon-map-pin
  icon-map-pin-check                         icon-map-pin-check-inside                  icon-map-pin-house                         icon-map-pin-minus
  icon-map-pin-minus-inside                  icon-map-pin-off                           icon-map-pin-pen                           icon-map-pin-plus
  icon-map-pin-plus-inside                   icon-map-pin-x                             icon-map-pin-x-inside                      icon-map-pinned
  icon-map-plus                              icon-mars                                  icon-mars-stroke                           icon-martini
  icon-maximize                              icon-maximize-2                            icon-medal                                 icon-megaphone
  icon-megaphone-off                         icon-meh                                   icon-memory-stick                          icon-menu
  icon-menu-square                           icon-merge                                 icon-message-circle                        icon-message-circle-check
  icon-message-circle-code                   icon-message-circle-dashed                 icon-message-circle-heart                  icon-message-circle-more
  icon-message-circle-off                    icon-message-circle-plus                   icon-message-circle-question               icon-message-circle-question-mark
  icon-message-circle-reply                  icon-message-circle-warning                icon-message-circle-x                      icon-message-square
  icon-message-square-check                  icon-message-square-code                   icon-message-square-dashed                 icon-message-square-diff
  icon-message-square-dot                    icon-message-square-heart                  icon-message-square-lock                   icon-message-square-more
  icon-message-square-off                    icon-message-square-plus                   icon-message-square-quote                  icon-message-square-reply
  icon-message-square-share                  icon-message-square-text                   icon-message-square-warning                icon-message-square-x
  icon-messages-square                       icon-metronome                             icon-mic                                   icon-mic-2
  icon-mic-off                               icon-mic-vocal                             icon-microchip                             icon-microscope
  icon-microwave                             icon-milestone                             icon-milk                                  icon-milk-off
  icon-minimize                              icon-minimize-2                            icon-minus                                 icon-minus-circle
  icon-minus-square                          icon-mirror-rectangular                    icon-mirror-round                          icon-monitor
  icon-monitor-check                         icon-monitor-cloud                         icon-monitor-cog                           icon-monitor-dot
  icon-monitor-down                          icon-monitor-off                           icon-monitor-pause                         icon-monitor-play
  icon-monitor-smartphone                    icon-monitor-speaker                       icon-monitor-stop                          icon-monitor-up
  icon-monitor-x                             icon-moon                                  icon-moon-star                             icon-more-horizontal
  icon-more-vertical                         icon-motorbike                             icon-mountain                              icon-mountain-snow
  icon-mouse                                 icon-mouse-left                            icon-mouse-off                             icon-mouse-pointer
  icon-mouse-pointer-2                       icon-mouse-pointer-2-off                   icon-mouse-pointer-ban                     icon-mouse-pointer-click
  icon-mouse-pointer-square-dashed           icon-mouse-right                           icon-move                                  icon-move-3-d
  icon-move-3d                               icon-move-diagonal                         icon-move-diagonal-2                       icon-move-down
  icon-move-down-left                        icon-move-down-right                       icon-move-horizontal                       icon-move-left
  icon-move-right                            icon-move-up                               icon-move-up-left                          icon-move-up-right
  icon-move-vertical                         icon-music                                 icon-music-2                               icon-music-3
  icon-music-4                               icon-navigation                            icon-navigation-2                          icon-navigation-2-off
  icon-navigation-off                        icon-network                               icon-newspaper                             icon-nfc
  icon-non-binary                            icon-notebook                              icon-notebook-pen                          icon-notebook-tabs
  icon-notebook-text                         icon-notepad-text                          icon-notepad-text-dashed                   icon-nut
  icon-nut-off                               icon-octagon                               icon-octagon-alert                         icon-octagon-minus
  icon-octagon-pause                         icon-octagon-x                             icon-omega                                 icon-option
  icon-orbit                                 icon-origami                               icon-outdent                               icon-package
  icon-package-2                             icon-package-check                         icon-package-minus                         icon-package-open
  icon-package-plus                          icon-package-search                        icon-package-x                             icon-paint-bucket
  icon-paint-roller                          icon-paintbrush                            icon-paintbrush-2                          icon-paintbrush-vertical
  icon-palette                               icon-palmtree                              icon-panda                                 icon-panel-bottom
  icon-panel-bottom-close                    icon-panel-bottom-dashed                   icon-panel-bottom-inactive                 icon-panel-bottom-open
  icon-panel-left                            icon-panel-left-close                      icon-panel-left-dashed                     icon-panel-left-inactive
  icon-panel-left-open                       icon-panel-left-right-dashed               icon-panel-right                           icon-panel-right-close
  icon-panel-right-dashed                    icon-panel-right-inactive                  icon-panel-right-open                      icon-panel-top
  icon-panel-top-bottom-dashed               icon-panel-top-close                       icon-panel-top-dashed                      icon-panel-top-inactive
  icon-panel-top-open                        icon-panels-left-bottom                    icon-panels-left-right                     icon-panels-right-bottom
  icon-panels-top-bottom                     icon-panels-top-left                       icon-paperclip                             icon-parentheses
  icon-parking-circle                        icon-parking-circle-off                    icon-parking-meter                         icon-parking-square
  icon-parking-square-off                    icon-party-popper                          icon-pause                                 icon-pause-circle
  icon-pause-octagon                         icon-paw-print                             icon-pc-case                               icon-pen
  icon-pen-box                               icon-pen-line                              icon-pen-off                               icon-pen-square
  icon-pen-tool                              icon-pencil                                icon-pencil-line                           icon-pencil-off
  icon-pencil-ruler                          icon-pentagon                              icon-percent                               icon-percent-circle
  icon-percent-diamond                       icon-percent-square                        icon-person-standing                       icon-philippine-peso
  icon-phone                                 icon-phone-call                            icon-phone-forwarded                       icon-phone-incoming
  icon-phone-missed                          icon-phone-off                             icon-phone-outgoing                        icon-pi
  icon-pi-square                             icon-piano                                 icon-pickaxe                               icon-picture-in-picture
  icon-picture-in-picture-2                  icon-pie-chart                             icon-piggy-bank                            icon-pilcrow
  icon-pilcrow-left                          icon-pilcrow-right                         icon-pilcrow-square                        icon-pill
  icon-pill-bottle                           icon-pin                                   icon-pin-off                               icon-pipette
  icon-pizza                                 icon-plane                                 icon-plane-landing                         icon-plane-takeoff
  icon-play                                  icon-play-circle                           icon-play-square                           icon-plug
  icon-plug-2                                icon-plug-zap                              icon-plug-zap-2                            icon-plus
  icon-plus-circle                           icon-plus-square                           icon-pocket                                icon-pocket-knife
  icon-podcast                               icon-pointer                               icon-pointer-off                           icon-popcorn
  icon-popsicle                              icon-pound-sterling                        icon-power                                 icon-power-circle
  icon-power-off                             icon-power-square                          icon-presentation                          icon-printer
  icon-printer-check                         icon-printer-x                             icon-projector                             icon-proportions
  icon-puzzle                                icon-pyramid                               icon-qr-code                               icon-quote
  icon-rabbit                                icon-radar                                 icon-radiation                             icon-radical
  icon-radio                                 icon-radio-receiver                        icon-radio-tower                           icon-radius
  icon-rail-symbol                           icon-rainbow                               icon-rat                                   icon-ratio
  icon-receipt                               icon-receipt-cent                          icon-receipt-euro                          icon-receipt-indian-rupee
  icon-receipt-japanese-yen                  icon-receipt-pound-sterling                icon-receipt-russian-ruble                 icon-receipt-swiss-franc
  icon-receipt-text                          icon-receipt-turkish-lira                  icon-rectangle-circle                      icon-rectangle-ellipsis
  icon-rectangle-goggles                     icon-rectangle-horizontal                  icon-rectangle-vertical                    icon-recycle
  icon-redo                                  icon-redo-2                                icon-redo-dot                              icon-refresh-ccw
  icon-refresh-ccw-dot                       icon-refresh-cw                            icon-refresh-cw-off                        icon-refrigerator
  icon-regex                                 icon-remove-formatting                     icon-repeat                                icon-repeat-1
  icon-repeat-2                              icon-replace                               icon-replace-all                           icon-reply
  icon-reply-all                             icon-rewind                                icon-ribbon                                icon-rocket
  icon-rocking-chair                         icon-roller-coaster                        icon-rose                                  icon-rotate-3-d
  icon-rotate-3d                             icon-rotate-ccw                            icon-rotate-ccw-key                        icon-rotate-ccw-square
  icon-rotate-cw                             icon-rotate-cw-square                      icon-route                                 icon-route-off
  icon-router                                icon-rows                                  icon-rows-2                                icon-rows-3
  icon-rows-4                                icon-rss                                   icon-ruler                                 icon-ruler-dimension-line
  icon-russian-ruble                         icon-sailboat                              icon-salad                                 icon-sandwich
  icon-satellite                             icon-satellite-dish                        icon-saudi-riyal                           icon-save
  icon-save-all                              icon-save-off                              icon-scale                                 icon-scale-3-d
  icon-scale-3d                              icon-scaling                               icon-scan                                  icon-scan-barcode
  icon-scan-eye                              icon-scan-face                             icon-scan-heart                            icon-scan-line
  icon-scan-qr-code                          icon-scan-search                           icon-scan-text                             icon-scatter-chart
  icon-school                                icon-school-2                              icon-scissors                              icon-scissors-line-dashed
  icon-scissors-square                       icon-scissors-square-dashed-bottom         icon-scooter                               icon-screen-share
  icon-screen-share-off                      icon-scroll                                icon-scroll-text                           icon-search
  icon-search-alert                          icon-search-check                          icon-search-code                           icon-search-slash
  icon-search-x                              icon-section                               icon-send                                  icon-send-horizonal
  icon-send-horizontal                       icon-send-to-back                          icon-separator-horizontal                  icon-separator-vertical
  icon-server                                icon-server-cog                            icon-server-crash                          icon-server-off
  icon-settings                              icon-settings-2                            icon-shapes                                icon-share
  icon-share-2                               icon-sheet                                 icon-shell                                 icon-shelving-unit
  icon-shield                                icon-shield-alert                          icon-shield-ban                            icon-shield-check
  icon-shield-close                          icon-shield-ellipsis                       icon-shield-half                           icon-shield-minus
  icon-shield-off                            icon-shield-plus                           icon-shield-question                       icon-shield-question-mark
  icon-shield-user                           icon-shield-x                              icon-ship                                  icon-ship-wheel
  icon-shirt                                 icon-shopping-bag                          icon-shopping-basket                       icon-shopping-cart
  icon-shovel                                icon-shower-head                           icon-shredder                              icon-shrimp
  icon-shrink                                icon-shrub                                 icon-shuffle                               icon-sidebar
  icon-sidebar-close                         icon-sidebar-open                          icon-sigma                                 icon-sigma-square
  icon-signal                                icon-signal-high                           icon-signal-low                            icon-signal-medium
  icon-signal-zero                           icon-signature                             icon-signpost                              icon-signpost-big
  icon-siren                                 icon-skip-back                             icon-skip-forward                          icon-skull
  icon-slack                                 icon-slash                                 icon-slash-square                          icon-slice
  icon-sliders                               icon-sliders-horizontal                    icon-sliders-vertical                      icon-smartphone
  icon-smartphone-charging                   icon-smartphone-nfc                        icon-smile                                 icon-smile-plus
  icon-snail                                 icon-snowflake                             icon-soap-dispenser-droplet                icon-sofa
  icon-solar-panel                           icon-sort-asc                              icon-sort-desc                             icon-soup
  icon-space                                 icon-spade                                 icon-sparkle                               icon-sparkles
  icon-speaker                               icon-speech                                icon-spell-check                           icon-spell-check-2
  icon-spline                                icon-spline-pointer                        icon-split                                 icon-split-square-horizontal
  icon-split-square-vertical                 icon-spool                                 icon-spotlight                             icon-spray-can
  icon-sprout                                icon-square                                icon-square-activity                       icon-square-arrow-down
  icon-square-arrow-down-left                icon-square-arrow-down-right               icon-square-arrow-left                     icon-square-arrow-out-down-left
  icon-square-arrow-out-down-right           icon-square-arrow-out-up-left              icon-square-arrow-out-up-right             icon-square-arrow-right
  icon-square-arrow-right-enter              icon-square-arrow-right-exit               icon-square-arrow-up                       icon-square-arrow-up-left
  icon-square-arrow-up-right                 icon-square-asterisk                       icon-square-bottom-dashed-scissors         icon-square-centerline-dashed-horizontal
  icon-square-centerline-dashed-vertical     icon-square-chart-gantt                    icon-square-check                          icon-square-check-big
  icon-square-chevron-down                   icon-square-chevron-left                   icon-square-chevron-right                  icon-square-chevron-up
  icon-square-code                           icon-square-dashed                         icon-square-dashed-bottom                  icon-square-dashed-bottom-code
  icon-square-dashed-kanban                  icon-square-dashed-mouse-pointer           icon-square-dashed-top-solid               icon-square-divide
  icon-square-dot                            icon-square-equal                          icon-square-function                       icon-square-gantt-chart
  icon-square-kanban                         icon-square-library                        icon-square-m                              icon-square-menu
  icon-square-minus                          icon-square-mouse-pointer                  icon-square-parking                        icon-square-parking-off
  icon-square-pause                          icon-square-pen                            icon-square-percent                        icon-square-pi
  icon-square-pilcrow                        icon-square-play                           icon-square-plus                           icon-square-power
